match_id,stage_label,blue_total_gold,red_total_gold,gold_diff,blue_total_kills,red_total_kills,kill_diff,blue_total_deaths,red_total_deaths,death_diff,blue_tower_kills,red_tower_kills,tower_diff,blue_dragon_kills,red_dragon_kills,dragon_diff,blue_herald_kills,red_herald_kills,herald_diff,blue_baron_kills,red_baron_kills,baron_diff,blue_inhibitor_kills,red_inhibitor_kills,inhibitor_diff,blue_avg_level,red_avg_level,avg_level_diff,blue_minions_killed,red_minions_killed,minion_diff,blue_jungle_minions_killed,red_jungle_minions_killed,jungle_diff,elapsed_time_seconds,elapsed_time_ratio,first_blood_blue,first_tower_blue,blue_win,split
NA1_5495806903,stage_40,-0.8686297086373194,1.0241382927729281,-1.240459849004406,-1.6166937262058987,0.6137560675769481,-1.4778507390780797,0.6042146514838476,-1.6309536153861035,1.4775155770821695,0,0,0,-0.28629916715693415,2.516611478423583,-2.057542265959913,0,0,0,0,0,0,0,0,0,0.7225861648598326,2.048725353040568,-1.1502083298154477,1.4473959721528675,0.6539871778496683,0.6806062644343462,0.7390814301842868,1.1160861363417662,-0.3074997528404519,-0.25458977497128676,1.1102230246251565e-16,-1.0465362369445672,0,0,train
NA1_5497264907,stage_40,0.8213046505730199,-1.0889060965419097,1.2469917532612929,0.40800809408991384,-1.529519089040966,1.2466785564289948,-1.5397728215233533,0.40388454369674764,-1.250205488300297,0,0,0,-0.28629916715693415,-0.39735970711951313,0.13274466231999438,0,0,0,0,0,0,0,0,0,0.14099242241167528,-0.3391929392451261,0.42585567920502737,0.29247897882881757,1.3079743556993366,-0.7411943591911129,-0.5932838794650801,0.5422852794883558,-0.8589938747825667,1.2112550683205812,1.1102230246251565e-16,0.9555330859059092,0,1,test
NA1_5498712644,stage_40,1.5793311578337978,-1.2099134108106988,1.8544844644625669,1.217888822208239,-1.529519089040966,1.7915844155304097,-1.5397728215233533,1.217819807329888,-1.7957497013767905,0,0,0,-0.28629916715693415,-0.39735970711951313,0.13274466231999438,0,0,0,0,0,0,0,0,0,0.7225861648598326,-0.3391929392451261,0.951210348878519,1.1174196883459961,0.594533798045153,0.4584499169928683,0.7390814301842868,0.5422852794883558,0.13369554471323997,-0.03742757596508408,1.1102230246251565e-16,0.9555330859059092,0,1,train
NA1_5499762611,stage_40,-0.4856099724104146,1.0534733992623313,-0.9891224193237307,-0.8068129980875737,1.0424110989005309,-1.2053978095273723,1.0330121460852877,-0.817018351752963,1.2047434705439228,0,0,0,-0.28629916715693415,-0.39735970711951313,0.13274466231999438,0,0,0,0,0,0,0,0,0,0.14099242241167528,0.8547662068977223,-0.624853660141956,0.01749874232309138,1.7241480143309438,-1.2743695930506602,0.14691907034012378,-0.605316434218465,0.5748908422669318,-0.09171812571663475,1.1102230246251565e-16,-1.0465362369445672,0,0,test
NA1_5500058277,stage_40,0.3012632095452768,-0.08601214343543145,0.2647470448904017,0.40800809408991384,-0.6722090263938004,0.7017726973275797,-0.682177832320473,0.40388454369674764,-0.704661275223804,0,0,0,-0.28629916715693415,-0.39735970711951313,0.13274466231999438,0,0,0,0,0,0,0,0,0,-0.44060132003648206,0.2577866338262981,-0.624853660141956,0.45746712073225326,1.5457878749173979,-0.7856256286794085,0.4430002502622053,-0.4618662200051124,0.6851896666553547,-0.2002992252197361,1.1102230246251565e-16,0.9555330859059092,0,1,train
NA1_5501928361,stage_40,1.5969596812584672,-0.34086088106212337,1.3326493526143481,1.6228291862674014,-1.1008640577173832,1.7915844155304097,-1.1109753269219131,1.6247874391464583,-1.7957497013767905,0,0,0,-0.28629916715693415,-0.39735970711951313,0.13274466231999438,0,0,0,0,0,0,0,0,0,0.7225861648598326,0.2577866338262981,0.42585567920502737,1.1174196883459961,1.2485209758948215,-0.030294047378383357,0.7390814301842868,0.5422852794883558,0.13369554471323997,-0.1460086754681854,1.1102230246251565e-16,0.9555330859059092,0,1,train
NA1_5503722817,stage_40,0.2195309645763557,-0.8542252446266827,0.6795101575473013,1.217888822208239,-1.1008640577173832,1.5191314859797023,-1.1109753269219131,1.217819807329888,-1.5229775948385438,0,0,0,-0.28629916715693415,-0.39735970711951313,0.13274466231999438,0,0,0,0,0,0,0,0,0,-0.44060132003648206,-0.3391929392451261,-0.09949899046846433,-1.4673945348078299,0.2972668990225765,-1.407663401515547,0.4430002502622053,-0.4618662200051124,0.6851896666553547,1.10267396881748,1.1102230246251565e-16,0.9555330859059092,0,0,test
NA1_5503892992,stage_40,0.724347771737339,-0.27119000314979036,0.6761289365202069,0.40800809408991384,-0.24355399507021758,0.4293197677768723,-0.2533803377190328,0.40388454369674764,-0.4318891686855572,0,0,0,-0.28629916715693415,-0.39735970711951313,0.13274466231999438,0,0,0,0,0,0,0,0,0,0.7225861648598326,0.2577866338262981,0.42585567920502737,0.23748293152767233,-1.1296142162857907,1.0360564203407112,0.7390814301842868,0.5422852794883558,0.13369554471323997,-0.25458977497128676,1.1102230246251565e-16,-1.0465362369445672,0,1,train
NA1_5504901946,stage_40,-3.290949086490736,-3.1075281118439806,-0.4041711816364186,-1.2117533621467362,-0.24355399507021758,-0.6604919504259574,-0.2533803377190328,-1.2239859835695333,0.6591992574674295,0,0,0,-0.28629916715693415,-0.39735970711951313,0.13274466231999438,0,0,0,0,0,0,0,0,0,-4.51175751717358,-3.9210703776736686,-0.624853660141956,-2.7323036227341704,-4.280643345925101,0.9916251508524155,-2.2217303690365284,-1.1791172910718755,-0.7486950503941437,-5.737935299877904,1.1102230246251565e-16,-1.0465362369445672,0,1,train
NA1_5504913691,stage_40,0.8485487322293269,-0.7928048654144944,1.0841296071229178,0.40800809408991384,-0.6722090263938004,0.7017726973275797,-0.682177832320473,0.40388454369674764,-0.704661275223804,0,0,0,3.492849839314596,-0.39735970711951313,2.3230315905999013,0,0,0,0,0,0,0,0,0,1.3041799073079874,-0.3391929392451261,1.4765650185520107,0.7874434045391246,-0.17836013941354592,0.7694688034109376,2.515568509716776,-0.605316434218465,2.339672032481699,0.34260627229577056,1.1102230246251565e-16,0.9555330859059092,0,1,train
NA1_5504988007,stage_40,-0.9575736222799688,0.0313282825221821,-0.6927020426151312,-1.6166937262058987,-0.6722090263938004,-0.6604919504259574,-0.682177832320473,-1.6309536153861035,0.6591992574674295,0,0,0,-0.28629916715693415,2.516611478423583,-2.057542265959913,0,0,0,0,0,0,0,0,0,0.14099242241167528,0.2577866338262981,-0.09949899046846433,0.40247107343110805,0.35672027882709184,0.058568491598207845,0.7390814301842868,0.5422852794883558,0.13369554471323997,0.1797346230411186,1.1102230246251565e-16,-1.0465362369445672,0,0,train
NA1_5505392771,stage_40,0.6498271954421462,-0.36194548885138206,0.6795101575473013,0.40800809408991384,0.6137560675769481,-0.11558609132454255,0.6042146514838476,0.40388454369674764,0.11365504439093611,0,0,0,-0.28629916715693415,-0.39735970711951313,0.13274466231999438,0,0,0,0,0,0,0,0,0,-0.44060132003648206,0.2577866338262981,-0.624853660141956,0.23748293152767233,-0.6539871778496683,0.6806062644343462,-0.0011215196209170073,-0.3184160057917598,0.2439943691016629,0.07115352353801725,1.1102230246251565e-16,-1.0465362369445672,0,1,test
NA1_5505688466,stage_40,-0.5625344382635168,-0.7047995459462841,0.03764169923723528,-0.8068129980875737,-1.1008640577173832,0.15686683822616487,-1.1109753269219131,-0.817018351752963,-0.15911706214731053,0,0,0,-0.28629916715693415,-0.39735970711951313,0.13274466231999438,0,0,0,0,0,0,0,0,0,0.14099242241167528,0.2577866338262981,-0.09949899046846433,0.45746712073225326,0.2972668990225765,0.14743103057479906,0.14691907034012378,-0.031515577365054614,0.13369554471323997,-0.1460086754681854,1.1102230246251565e-16,0.9555330859059092,0,1,test
NA1_5505807973,stage_40,-0.4856099724104146,1.3330736329894575,-1.1610011548676904,-0.40187263402841117,0.6137560675769481,-0.6604919504259574,0.6042146514838476,-0.4100507199363928,0.6591992574674295,0,0,0,-0.28629916715693415,-0.39735970711951313,0.13274466231999438,0,0,0,0,0,0,0,0,0,-1.6037888049327969,1.4517457799691438,-2.7262723388359227,-1.0824222036998132,0.5350804182406377,-1.2743695930506602,-0.4452432895040393,1.6898869931951765,-1.6310856455015275,0.5054779215504226,1.1102230246251565e-16,-1.0465362369445672,0,0,train
NA1_5506369546,stage_40,1.1161817696765783,-0.8450580238487442,1.3044725107218957,0.8129484581490763,-1.529519089040966,1.5191314859797023,-1.5397728215233533,0.8108521755133179,-1.5229775948385438,0,0,0,-0.28629916715693415,-0.39735970711951313,0.13274466231999438,0,0,0,0,0,0,0,0,0,1.3041799073079874,-0.3391929392451261,1.4765650185520107,1.4473959721528675,1.2485209758948215,0.23629356955139025,1.33124379002845,0.5422852794883558,0.5748908422669318,0.01686297378646659,1.1102230246251565e-16,0.9555330859059092,0,1,train
NA1_5506406712,stage_40,-0.41509587871173753,-0.9532312290284192,0.2940509604585522,0.40800809408991384,-1.1008640577173832,0.9742256268782872,-1.1109753269219131,0.40388454369674764,-0.9774333817620506,0,0,0,-0.28629916715693415,-0.39735970711951313,0.13274466231999438,0,0,0,0,0,0,0,0,0,-1.0221950624846394,-0.3391929392451261,-0.624853660141956,-1.3574024402055396,-0.17836013941354592,-0.9633507066325909,-0.4452432895040393,-0.031515577365054614,-0.3074997528404519,-0.2002992252197361,1.1102230246251565e-16,-1.0465362369445672,0,1,test
